Country Name,Country Code,Region,IncomeGroup,Year,Tourists
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2017,8292000.0
Spain,ESP,Europe & Central Asia,High income,2017,121717000.0
Estonia,EST,Europe & Central Asia,High income,2017,6145000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2017,933000.0
Finland,FIN,Europe & Central Asia,High income,2017,3180000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,1027000.0
France,FRA,Europe & Central Asia,High income,2017,207274000.0
United Kingdom,GBR,Europe & Central Asia,High income,2017,41080000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2017,6483000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2017,99000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2017,522000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2017,49500.0
Greece,GRC,Europe & Central Asia,High income,2017,30161000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2017,468000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2017,2120000.0
Guam,GUM,East Asia & Pacific,High income,2017,1545000.0
Guyana,GUY,Latin America & Caribbean,High income,2017,247000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2017,58472000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2017,2144000.0
Croatia,HRV,Europe & Central Asia,High income,2017,59238000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2017,1262000.0
Hungary,HUN,Europe & Central Asia,High income,2017,54962000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2017,14040000.0
India,IND,South Asia,Lower middle income,2017,15543000.0
Ireland,IRL,Europe & Central Asia,High income,2017,10338000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2017,4867000.0
Iceland,ISL,Europe & Central Asia,High income,2017,2353000.0
Israel,ISR,Middle East & North Africa,High income,2017,3863000.0
Italy,ITA,Europe & Central Asia,High income,2017,89931000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2017,4276000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2017,4565000.0
Japan,JPN,East Asia & Pacific,High income,2017,28691000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2017,7701000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2017,1449000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2017,4568000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,5602000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2017,7500.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2017,1194000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2017,13336000.0
Kuwait,KWT,Middle East & North Africa,High income,2017,7407000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2017,3869000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2017,1857000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2017,1064000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2017,79300.00305
Sri Lanka,LKA,South Asia,Lower middle income,2017,2248000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2017,1137000.0
Lithuania,LTU,Europe & Central Asia,High income,2017,5590000.0
Luxembourg,LUX,Europe & Central Asia,High income,2017,1046000.0
Latvia,LVA,Europe & Central Asia,High income,2017,7726000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2017,32611000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2017,11540000.0
Monaco,MCO,Europe & Central Asia,High income,2017,355000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2017,145000.0
Madagascar,MDG,Sub-Saharan Africa,Low income,2017,285000.0
Maldives,MDV,South Asia,Upper middle income,2017,1390000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2017,99349000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2017,6000.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2017,631000.0
Mali,MLI,Sub-Saharan Africa,Low income,2017,193000.0
Malta,MLT,Middle East & North Africa,High income,2017,2944000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2017,3443000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2017,1877000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2017,543000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2017,660000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2017,1514000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2017,1371000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2017,837000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,25948000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2017,1581000.0
New Caledonia,NCL,East Asia & Pacific,High income,2017,121000.0
Niger,NER,Sub-Saharan Africa,Low income,2017,164000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2017,1958000.0
Netherlands,NLD,Europe & Central Asia,High income,2017,17924000.0
Norway,NOR,Europe & Central Asia,High income,2017,6252000.0
Nepal,NPL,South Asia,Lower middle income,2017,940000.0
New Zealand,NZL,East Asia & Pacific,High income,2017,3723000.0
Oman,OMN,Middle East & North Africa,High income,2017,3178000.0
Panama,PAN,Latin America & Caribbean,High income,2017,2517000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2017,4992000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2017,6621000.0
Palau,PLW,East Asia & Pacific,High income,2017,123000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2017,182000.0
Poland,POL,Europe & Central Asia,High income,2017,83804000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2017,4927000.0
Portugal,PRT,Europe & Central Asia,High income,2017,15432000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2017,4744000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2017,503000.0
French Polynesia,PYF,East Asia & Pacific,High income,2017,254000.0
Qatar,QAT,Middle East & North Africa,High income,2017,2256000.0
Romania,ROU,Europe & Central Asia,High income,2017,10926000.0
Russian Federation,RUS,Europe & Central Asia,High income,2017,24390000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2017,1570000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,18607000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2017,813000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2017,1376000.0
Singapore,SGP,East Asia & Pacific,High income,2017,17425000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2017,25700.00076
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2017,59000.0
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2017,2247000.0
San Marino,SMR,Europe & Central Asia,High income,2017,1937000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2017,1497000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2017,28899.99962
Suriname,SUR,Latin America & Caribbean,Upper middle income,2017,279000.0
Slovak Republic,SVK,Europe & Central Asia,High income,2017,15406000.0
Slovenia,SVN,Europe & Central Asia,High income,2017,3991000.0
Sweden,SWE,Europe & Central Asia,High income,2017,7054000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2017,1343000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2017,1640000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2017,382000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2017,1291000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2017,1243000.0
Chad,TCD,Sub-Saharan Africa,Low income,2017,87000.0
Togo,TGO,Sub-Saharan Africa,Low income,2017,514000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2017,35592000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2017,431000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2017,73900.00153
Tonga,TON,East Asia & Pacific,Upper middle income,2017,86599.99847
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2017,465000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2017,7052000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2017,37970000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2017,2500.0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2017,1327000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2017,1402000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2017,14579000.0
Uruguay,URY,Latin America & Caribbean,High income,2017,4219000.0
United States,USA,North America,High income,2017,174291750.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2017,2690000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2017,303000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2017,429000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2017,335000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2017,1954000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2017,12922000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2017,332700.0122
Samoa,WSM,East Asia & Pacific,Lower middle income,2017,158000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2017,14975000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2017,1009000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2017,2423000.0
Aruba,ABW,Latin America & Caribbean,High income,2018,1897000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,218000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2018,5927000.0
Andorra,AND,Europe & Central Asia,High income,2018,8328000.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2018,23092000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2018,6942000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,1652000.0
American Samoa,ASM,East Asia & Pacific,High income,2018,20200.00076
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2018,1064000.0
Australia,AUS,East Asia & Pacific,High income,2018,9246000.0
Austria,AUT,Europe & Central Asia,High income,2018,30816000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,2850000.0
Belgium,BEL,Europe & Central Asia,High income,2018,9119000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,2018,322000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,144000.0
Bangladesh,BGD,South Asia,Lower middle income,2018,267000.0
Bulgaria,BGR,Europe & Central Asia,High income,2018,12368000.0
Bahrain,BHR,Middle East & North Africa,High income,2018,12045000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2018,6622000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2018,1053000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2018,11502000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2018,1697000.0
Bermuda,BMU,North America,High income,2018,766000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2018,1142000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2018,6621000.0
Barbados,BRB,Latin America & Caribbean,High income,2018,1356000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2018,4521000.0
Bhutan,BTN,South Asia,Lower middle income,2018,274000.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,1830000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2018,109000.0
Canada,CAN,North America,High income,2018,31274000.0
Switzerland,CHE,Europe & Central Asia,High income,2018,11715000.0
Chile,CHL,Latin America & Caribbean,High income,2018,6603000.0
China,CHN,East Asia & Pacific,Upper middle income,2018,158606000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2018,1965000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2018,997000.0
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2018,158000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2018,4397000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2018,35900.00153
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2018,710000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2018,3313000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2018,4712000.0
Curacao,CUW,Latin America & Caribbean,High income,2018,1210000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2018,2384000.0
Cyprus,CYP,Europe & Central Asia,High income,2018,4024000.0
Czechia,CZE,Europe & Central Asia,High income,2018,36268000.0
Germany,DEU,Europe & Central Asia,High income,2018,38881000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2018,199000.0
Denmark,DNK,Europe & Central Asia,High income,2018,30801000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,7551000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2018,2657000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2018,2535000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2018,11346000.0
Spain,ESP,Europe & Central Asia,High income,2018,124456000.0
Estonia,EST,Europe & Central Asia,High income,2018,6033000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2018,849000.0
Finland,FIN,Europe & Central Asia,High income,2018,3224000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2018,1058000.0
France,FRA,Europe & Central Asia,High income,2018,211998000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2018,19200.00076
United Kingdom,GBR,Europe & Central Asia,High income,2018,40283000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2018,7203000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2018,552000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2018,55000.0
Greece,GRC,Europe & Central Asia,High income,2018,33072000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2018,529000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2018,2406000.0
Guam,GUM,East Asia & Pacific,High income,2018,1549000.0
Guyana,GUY,Latin America & Caribbean,High income,2018,287000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2018,65148000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2018,2323000.0
Croatia,HRV,Europe & Central Asia,High income,2018,57668000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2018,1333000.0
Hungary,HUN,Europe & Central Asia,High income,2018,57667000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2018,15810000.0
India,IND,South Asia,Lower middle income,2018,17423000.0
Ireland,IRL,Europe & Central Asia,High income,2018,10926000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2018,7295000.0
Iceland,ISL,Europe & Central Asia,High income,2018,2488000.0
Israel,ISR,Middle East & North Africa,High income,2018,4389000.0
Italy,ITA,Europe & Central Asia,High income,2018,93228601.56
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2018,4319000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2018,4922000.0
Japan,JPN,East Asia & Pacific,High income,2018,31191000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2018,8789000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2018,2025000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2018,6947000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,6201000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2018,9000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2018,1278000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2018,15347000.0
Kuwait,KWT,Middle East & North Africa,High income,2018,8508000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2018,4186000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2018,1964000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2018,1165000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2018,85300.00305
Sri Lanka,LKA,South Asia,Lower middle income,2018,2521000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2018,1173000.0
Lithuania,LTU,Europe & Central Asia,High income,2018,6115000.0
Luxembourg,LUX,Europe & Central Asia,High income,2018,1018000.0
Latvia,LVA,Europe & Central Asia,High income,2018,7775000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2018,35804000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2018,12489000.0
Monaco,MCO,Europe & Central Asia,High income,2018,347000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2018,160000.0
Madagascar,MDG,Sub-Saharan Africa,Low income,2018,360000.0
Maldives,MDV,South Asia,Upper middle income,2018,1484000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2018,96497000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2018,6800.000191
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2018,707000.0
Mali,MLI,Sub-Saharan Africa,Low income,2018,203000.0
Malta,MLT,Middle East & North Africa,High income,2018,3232000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2018,3551000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2018,2077000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2018,598000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2018,518000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2018,2870000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2018,1431000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2018,871000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,25832000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2018,1639000.0
New Caledonia,NCL,East Asia & Pacific,High income,2018,120000.0
Niger,NER,Sub-Saharan Africa,Low income,2018,157000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2018,1412000.0
Netherlands,NLD,Europe & Central Asia,High income,2018,18780000.0
Norway,NOR,Europe & Central Asia,High income,2018,5688000.0
Nepal,NPL,South Asia,Lower middle income,2018,1173000.0
New Zealand,NZL,East Asia & Pacific,High income,2018,3858000.0
Oman,OMN,Middle East & North Africa,High income,2018,3242000.0
